Funds,1 Wk Ret (%),1 Wk Rank,1 Mth Ret (%),1 Mth Rank,3 Mth Ret (%),3 Mth Rank,6 Mth Ret (%),6 Mth Rank,1 Yr Ret (%),1 Yr Rank
PGIM India Corporate Bond Fund - Direct Plan,0.21,6/21,0.68,6/21,1.93,10/21,5.49,8/21,9.85,8/21
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan,0.05,95/103,0.48,77/102,1.93,63/102,4.89,58/98,8.98,51/88
PGIM India Dynamic Bond Fund - Direct Plan,0.24,6/23,0.68,10/23,0.39,13/23,5.05,9/23,9.66,8/23
PGIM India Gilt Fund - Direct Plan,0.23,17/25,0.65,17/25,0.02,8/24,4.66,6/24,9.05,7/23
PGIM India Liquid Fund - Direct Plan,0.10,10/40,0.48,20/39,1.56,18/38,3.49,9/38,7.21,7/37
PGIM India Money Market Fund - Direct Plan,0.11,5/25,0.58,16/24,1.84,22/24,4.27,19/23,7.99,19/23
PGIM India Money Market Fund - Segregated Portfolio 1 - Direct Plan,--,--,--,--,--,--,--,--,--,--
PGIM India Overnight Fund - Direct Plan,0.10,31/37,0.43,31/35,1.36,28/35,2.93,21/34,6.31,19/34
PGIM India Ultra Short Duration Fund - Direct Plan,0.11,11/30,0.56,20/30,1.77,21/29,3.94,22/26,7.71,19/24
Quant Gilt Fund - Direct Plan,0.23,16/25,0.53,23/25,0.64,5/24,4.14,15/24,8.54,13/23
Quant Liquid - Direct Plan,0.11,3/40,0.48,23/39,1.56,26/38,3.42,30/38,7.16,21/37
Quant Overnight Fund - Direct Plan,0.11,1/37,0.45,1/35,1.36,22/35,2.87,30/34,6.33,6/34
Quantum Dynamic Bond Fund - Direct Plan,0.23,7/23,0.69,9/23,0.62,12/23,5.04,10/23,9.37,12/23
Quantum Liquid Fund - Direct Plan,0.10,39/40,0.45,38/39,1.48,36/38,3.22,35/38,6.76,34/37
Samco Overnight Fund - Direct Plan,0.10,37/37,0.42,35/35,1.32,35/35,2.80,34/34,6.09,34/34
SBI Banking and PSU Fund - Direct Plan,0.17,11/22,0.55,19/22,1.83,10/22,5.27,7/22,9.44,8/22
SBI Corporate Bond Fund - Direct Plan,0.20,8/21,0.64,12/21,1.91,12/21,5.57,5/21,9.92,5/21
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan,0.12,50/103,0.52,56/102,1.95,56/102,4.43,82/98,8.34,72/88
SBI Credit Risk Fund - Direct Plan,0.15,8/14,0.77,7/14,2.17,10/14,5.24,10/14,9.60,10/14
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan,0.04,102/103,0.51,59/102,1.93,62/102,5.51,27/98,9.92,31/88
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan,0.17,20/103,0.49,74/102,0.91,100/102,5.58,20/98,10.42,18/88
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan,0.15,28/103,0.44,88/102,2.14,23/102,4.97,52/98,9.16,45/88
SBI Dynamic Bond Fund - Direct Plan,0.22,8/23,0.48,19/23,0.18,16/23,4.57,15/23,8.88,17/23
SBI Floating Rate Debt Fund - Direct Plan,0.12,11/12,0.51,11/12,1.90,8/12,4.63,11/12,8.65,11/12
SBI Income Plus Arbitrage Active FoF - Direct Plan,0.15,17/21,0.58,13/19,--,--,--,--,--,--
SBI Liquid Fund - Direct Plan,0.10,33/40,0.48,30/39,1.56,25/38,3.44,24/38,7.09,28/37
SBI Long Duration Fund - Direct Plan,0.30,9/11,0.85,9/11,-1.19,9/11,3.28,10/11,7.38,8/9
SBI Magnum Constant Maturity Fund - Direct Plan,0.05,2/5,0.35,2/5,0.81,5/5,5.39,4/5,10.30,4/5
SBI Magnum Gilt Fund - Direct Plan,0.24,15/25,0.62,20/25,-0.49,12/24,4.29,11/24,8.61,12/23
SBI Magnum Income Fund - Direct Plan,0.10,13/14,0.45,13/14,0.77,7/14,4.72,9/14,9.06,9/13
SBI Magnum Low Duration Fund - Direct Plan,0.13,17/24,0.60,19/23,1.95,16/23,4.46,11/20,8.33,13/20
SBI Magnum Medium Duration Fund - Direct Plan,0.12,11/13,0.55,10/13,1.55,11/13,4.98,11/13,9.45,11/13
SBI Magnum Ultra Short Duration Fund - Direct Plan,0.11,18/30,0.56,25/30,1.79,20/29,4.00,18/26,7.76,17/24
SBI Nifty 10 yr Benchmark G-Sec ETF,-0.07,7/9,0.03,8/9,1.17,1/9,5.63,2/9,10.66,2/8
SBI NIFTY 1D Rate ETF,0.08,52/52,0.39,50/52,1.24,49/51,2.65,47/49,5.77,44/46
SBI Overnight Fund - Direct Plan,0.10,21/37,0.43,20/35,1.37,20/35,2.92,22/34,6.30,23/34
SBI Savings Fund - Direct Plan,0.11,16/25,0.57,21/24,1.90,7/24,4.35,13/23,8.15,13/23
SBI Short Term Debt Fund - Direct Plan,0.16,18/26,0.64,14/26,2.02,12/26,5.33,10/25,9.65,11/25
Shriram Liquid Fund - Direct Plan,0.10,30/40,0.47,36/39,1.50,34/38,3.22,36/38,--,--
Shriram Nifty 1D Rate Liquid ETF,0.10,47/52,0.40,48/52,1.27,47/51,2.72,46/49,5.89,43/46
Shriram Overnight Fund - Direct Plan,0.10,30/37,0.43,27/35,1.35,29/35,2.86,31/34,6.17,32/34
Sundaram Banking & PSU Fund - Direct Plan,0.17,13/22,0.58,16/22,1.73,17/22,5.08,16/22,9.31,11/22
Sundaram Corporate Bond Fund - Direct Plan,0.18,14/21,0.63,14/21,1.79,16/21,5.28,13/21,9.59,14/21
Sundaram Liquid Fund - Direct Plan,0.10,32/40,0.48,16/39,1.56,22/38,3.50,6/38,7.22,4/37
Sundaram Low Duration Fund - Direct Plan,0.13,13/24,0.60,14/23,1.94,17/23,4.45,12/20,8.60,3/20
Sundaram Medium Duration Fund - Direct Plan,0.06,13/13,0.37,13/13,1.29,13/13,4.47,13/13,8.28,13/13
Sundaram Money Market Fund - Direct Plan,0.11,21/25,0.59,5/24,1.90,13/24,4.36,11/23,8.13,15/23
Sundaram Overnight Fund - Direct Plan,0.10,16/37,0.43,17/35,1.37,17/35,2.94,14/34,6.32,16/34
Sundaram Short Duration Fund - Direct Plan,0.15,21/26,0.61,22/26,1.90,21/26,5.10,20/25,9.67,10/25
Sundaram Ultra Short Duration Fund - Direct Plan,0.11,21/30,0.58,11/30,1.84,9/29,4.08,12/26,7.92,10/24
Tata Corporate Bond Fund - Direct Plan,0.22,4/21,0.70,5/21,1.62,19/21,5.16,18/21,9.63,13/21
Tata Corporate Bond Fund Segregated Portfolio 1 - Direct Plan,--,--,--,--,--,--,--,--,--,--
Tata CRISIL-IBX Gilt Index - April 2026 Index Fund - Direct Plan,0.11,63/103,0.43,93/102,1.73,80/102,3.95,94/98,7.70,84/88
Tata Floating Rate Fund - Direct Plan,0.15,5/12,0.66,3/12,1.69,10/12,4.99,6/12,9.34,7/12
Tata Gilt Securities Fund - Direct Plan,0.30,9/25,0.90,6/25,0.83,3/24,5.60,3/24,10.41,3/23
Tata Income Plus Arbitrage Active FoF - Direct Plan,0.18,8/21,0.65,2/19,--,--,--,--,--,--
Tata Liquid Fund - Direct Plan,0.10,13/40,0.49,2/39,1.58,4/38,3.50,5/38,7.21,6/37
Tata Medium Term Fund Segregated Portfolio 1 - Direct Plan,--,--,--,--,--,--,--,--,--,--
Tata Money Market Fund - Direct Plan,0.11,14/25,0.59,1/24,1.93,2/24,4.43,1/23,8.33,1/23
Tata Nifty G-Sec Dec 2026 Index Fund - Direct Plan,0.11,62/103,0.45,84/102,1.89,70/102,4.45,80/98,8.29,75/88
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan,0.07,90/103,0.52,58/102,1.93,64/102,5.63,18/98,10.14,24/88
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund - Direct Plan,0.18,18/103,0.51,63/102,2.25,7/102,5.20,43/98,9.41,41/88
Tata Overnight Fund - Direct Plan,0.10,4/37,0.44,4/35,1.38,2/35,2.96,3/34,6.36,3/34
Tata Short Term Bond Fund - Direct Plan,0.14,25/26,0.63,15/26,1.68,25/26,5.03,21/25,9.26,22/25
Tata Treasury Advantage Fund - Direct Plan,0.11,24/24,0.59,21/23,1.94,18/23,4.40,17/20,8.28,16/20
Tata Treasury Advantage Fund Segregated Portfolio 1 - Direct Plan,--,--,--,--,--,--,--,--,--,--
Tata Ultra Short Term Fund - Direct Plan,0.13,2/30,0.59,5/30,1.84,7/29,4.11,8/26,8.03,7/24
TRUSTMF Banking & PSU Fund - Direct Plan,0.18,9/22,0.67,5/22,2.02,2/22,5.10,14/22,9.18,16/22
TRUSTMF Corporate Bond Fund - Direct Plan,0.27,1/21,0.71,4/21,1.90,13/21,5.31,12/21,9.13,19/21
TRUSTMF Liquid Fund - Direct Plan,0.10,8/40,0.48,28/39,1.56,21/38,3.44,27/38,7.10,27/37
TRUSTMF Money Market Fund - Direct Plan,0.11,22/25,0.56,24/24,1.83,23/24,4.14,20/23,7.95,20/23
TRUSTMF Overnight Fund - Direct Plan,0.10,32/37,0.43,26/35,1.36,23/35,2.89,26/34,6.29,24/34
TRUSTMF Short Duration Fund - Direct Plan,0.17,10/26,0.65,9/26,2.04,9/26,5.30,12/25,9.41,19/25
Unifi Liquid Fund - Direct Plan,0.11,2/40,0.48,31/39,--,--,--,--,--,--
Union Corporate Bond Fund - Direct Plan,0.22,5/21,0.63,15/21,2.03,5/21,5.56,6/21,9.89,6/21
Union Dynamic Bond Fund - Direct Plan,0.21,11/23,0.52,18/23,-0.37,20/23,4.19,18/23,8.33,20/23
Union Gilt Fund - Direct Plan,0.31,6/25,0.77,14/25,-0.72,18/24,3.73,21/24,8.04,22/23
Union Income Plus Arbitrage Active FoF - Direct Plan,0.20,7/21,0.62,4/19,--,--,--,--,--,--
Union Liquid Fund - Direct Plan,0.10,18/40,0.48,17/39,1.56,20/38,3.47,17/38,7.18,13/37
Union Low Duration Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
Union Money Market Fund - Direct Plan,0.10,24/25,0.56,23/24,1.80,24/24,4.12,21/23,7.86,21/23
Union Overnight Fund - Direct Plan,0.10,24/37,0.43,18/35,1.37,16/35,2.93,17/34,6.31,20/34
Union Short Duration Fund - Direct Plan,0.21,2/26,0.71,1/26,2.11,4/26,--,--,--,--
UTI Banking & PSU Fund - Direct Plan,0.14,18/22,0.64,8/22,2.13,1/22,5.14,12/22,9.08,19/22
UTI Corporate Bond Fund - Direct Plan,0.15,17/21,0.60,19/21,1.85,15/21,5.40,11/21,9.68,11/21
UTI Credit Risk Fund - Direct Plan,0.15,7/14,0.73,8/14,1.98,11/14,4.79,12/14,9.54,11/14
UTI Credit Risk Fund Segregated Portfolio 2 - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Credit Risk Fund Segregated Portfolio 3 - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Credit Risk Fund Segregated Portfolio - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan,0.48,5/103,0.33,99/102,1.12,96/102,5.26,39/98,10.54,15/88
UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan,0.10,75/103,0.45,83/102,2.05,36/102,4.73,73/98,8.91,54/88
UTI Dynamic Bond Fund - Direct Plan,0.19,15/23,0.65,11/23,1.26,6/23,5.12,8/23,9.84,6/23
UTI Dynamic Bond Fund Segregated Portfolio - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Floater Fund - Direct Plan,0.15,7/12,0.65,6/12,1.92,7/12,4.56,12/12,8.27,12/12
UTI Gilt Fund - Direct Plan,0.25,12/25,0.78,12/25,0.01,9/24,4.38,8/24,8.75,9/23
UTI Gilt Fund with 10 year Constant Duration - Direct Plan,0.02,3/5,0.30,4/5,0.88,4/5,5.40,3/5,10.42,3/5
UTI Income Plus Arbitrage Active FoF - Direct Plan,0.13,18/21,0.58,14/19,1.74,9/14,--,--,--,--
UTI Liquid Fund - Direct Plan,0.10,7/40,0.49,9/39,1.56,16/38,3.48,14/38,7.17,18/37
UTI Long Duration Fund - Direct Plan,0.39,3/11,1.01,7/11,-1.41,11/11,3.13,11/11,7.19,9/9
UTI Low Duration Fund - Direct Plan,0.12,20/24,0.60,17/23,1.95,15/23,4.45,13/20,8.39,12/20
UTI Medium Duration Fund - Direct Plan,0.15,8/13,0.53,12/13,1.46,12/13,4.78,12/13,9.26,12/13
UTI Medium Duration Fund Segregated Portfolio 2 - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Medium Duration Fund Segregated Portfolio 3 - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Medium Duration Fund Segregated Portfolio - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Medium to Long Duration Fund - Direct Plan,0.17,8/14,0.47,11/14,0.53,12/14,4.61,10/14,9.10,8/13
UTI Medium to Long Duration Fund Segregated Portfolio - Direct Plan,--,--,--,--,--,--,--,--,--,--
UTI Money Market Fund Institutional - Direct Plan,0.11,9/25,0.58,14/24,1.90,12/24,4.37,10/23,8.21,8/23
UTI Nifty 10 yr Benchmark G-Sec ETF,-0.07,8/9,0.02,9/9,1.00,5/9,5.43,6/9,10.43,5/8
UTI Nifty 5 yr Benchmark G-Sec ETF,0.05,31/35,0.49,27/35,1.73,4/34,5.53,8/34,10.07,8/33
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan,0.12,51/103,0.50,68/102,1.81,78/102,4.16,92/98,8.01,81/88
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund - Direct Plan,0.10,70/103,0.62,25/102,2.25,6/102,5.40,31/98,9.74,34/88
UTI Overnight Fund - Direct Plan,0.10,20/37,0.44,8/35,1.37,12/35,2.94,11/34,6.32,14/34
UTI Short Duration Fund - Direct Plan,0.15,23/26,0.61,23/26,1.94,19/26,5.10,19/25,9.31,20/25
UTI Ultra Short Duration Fund - Direct,0.12,9/30,0.58,12/30,1.83,12/29,4.04,14/26,7.94,9/24
WhiteOak Capital Liquid Fund - Direct Plan,0.10,29/40,0.48,27/39,1.54,31/38,3.42,29/38,7.07,30/37
WhiteOak Capital Ultra Short Duration Fund - Direct Plan,0.11,24/30,0.56,24/30,1.75,25/29,3.90,24/26,7.58,21/24
Zerodha Nifty 1D Rate Liquid ETF,0.10,38/40,0.42,39/39,1.31,38/38,2.79,38/38,6.02,37/37
Zerodha Overnight Fund - Direct Plan,0.10,33/37,0.43,32/35,1.35,32/35,--,--,--,--
